Date : 2025-07-29 19:24:31
Directory : /home/jon/repos/charlie-reporting
Total : 339 files,  32343 codes, 6671 comments, 9041 blanks, all 48055 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| services/report-generator                                                                                                 |         59 |      5,321 |      1,675 |      1,669 |      8,665 |
| services/report-generator (Files)                                                                                         |          4 |        232 |         39 |         77 |        348 |
| services/report-generator/infrastructure                                                                                  |          7 |        489 |        330 |        168 |        987 |
| services/report-generator/infrastructure (Files)                                                                          |          1 |          0 |          1 |          1 |          2 |
| services/report-generator/infrastructure/config                                                                           |          1 |         73 |         63 |         25 |        161 |
| services/report-generator/infrastructure/excel                                                                            |          1 |        107 |         56 |         33 |        196 |
| services/report-generator/infrastructure/filesystem                                                                       |          2 |        106 |        111 |         45 |        262 |
| services/report-generator/infrastructure/logging                                                                          |          2 |        203 |         99 |         64 |        366 |
| services/report-generator/scripts                                                                                         |          1 |         37 |          5 |          9 |         51 |
| services/report-generator/src                                                                                             |         36 |      3,446 |      1,026 |      1,038 |      5,510 |
| services/report-generator/src (Files)                                                                                     |          5 |        212 |         53 |         75 |        340 |
| services/report-generator/src/api                                                                                         |          1 |          0 |          0 |          1 |          1 |
| services/report-generator/src/api/routes                                                                                  |          1 |          0 |          0 |          1 |          1 |
| services/report-generator/src/business                                                                                    |         18 |      1,338 |        465 |        412 |      2,215 |
| services/report-generator/src/business (Files)                                                                            |          2 |         35 |         24 |         21 |         80 |
| services/report-generator/src/business/interfaces                                                                         |          1 |         62 |         28 |         34 |        124 |
| services/report-generator/src/business/models                                                                             |          8 |        465 |        155 |        137 |        757 |
| services/report-generator/src/business/services                                                                           |          7 |        776 |        258 |        220 |      1,254 |
| services/report-generator/src/config                                                                                      |          2 |         25 |          8 |         10 |         43 |
| services/report-generator/src/infrastructure                                                                              |          5 |      1,018 |        328 |        306 |      1,652 |
| services/report-generator/src/interface                                                                                   |          5 |        853 |        172 |        234 |      1,259 |
| services/report-generator/src/interface (Files)                                                                           |          4 |        538 |        123 |        164 |        825 |
| services/report-generator/src/interface/rest                                                                              |          1 |        315 |         49 |         70 |        434 |
| services/report-generator/tests                                                                                           |         11 |      1,117 |        275 |        377 |      1,769 |
| services/report-generator/tests (Files)                                                                                   |          7 |        907 |        225 |        302 |      1,434 |
| services/report-generator/tests/fixtures                                                                                  |          1 |         98 |         11 |         41 |        150 |
| services/report-generator/tests/integration                                                                               |          1 |          0 |          1 |          1 |          2 |
| services/report-generator/tests/unit                                                                                      |          2 |        112 |         38 |         33 |        183 |
| services/report_generator                                                                                                 |          6 |      1,547 |        374 |        437 |      2,358 |
| services/report_generator (Files)                                                                                         |          3 |        762 |        191 |        208 |      1,161 |
| services/report_generator/tests                                                                                           |          3 |        785 |        183 |        229 |      1,197 |
| services/report_generator/tests (Files)                                                                                   |          1 |        203 |         46 |         64 |        313 |
| services/report_generator/tests/unit                                                                                      |          2 |        582 |        137 |        165 |        884 |
| services/scheduler-service                                                                                                |         24 |        200 |         94 |        102 |        396 |
| services/scheduler-service (Files)                                                                                        |          2 |         44 |          6 |         21 |         71 |
| services/scheduler-service/config                                                                                         |          2 |         25 |          8 |         10 |         43 |
| services/scheduler-service/scripts                                                                                        |          1 |         37 |          5 |          9 |         51 |
| services/scheduler-service/src                                                                                            |         15 |         94 |         71 |         59 |        224 |
| services/scheduler-service/src (Files)                                                                                    |          2 |         55 |         16 |         22 |         93 |
| services/scheduler-service/src/business                                                                                   |          9 |         39 |         51 |         33 |        123 |
| services/scheduler-service/src/business (Files)                                                                           |          1 |          0 |          1 |          1 |          2 |
| services/scheduler-service/src/business/models                                                                            |          4 |         24 |         25 |         16 |         65 |
| services/scheduler-service/src/business/services                                                                          |          4 |         15 |         25 |         16 |         56 |
| services/scheduler-service/src/infrastructure                                                                             |          1 |          0 |          1 |          1 |          2 |
| services/scheduler-service/src/interfaces                                                                                 |          3 |          0 |          3 |          3 |          6 |
| services/scheduler-service/src/interfaces (Files)                                                                         |          1 |          0 |          1 |          1 |          2 |
| services/scheduler-service/src/interfaces/cli                                                                             |          1 |          0 |          1 |          1 |          2 |
| services/scheduler-service/src/interfaces/rest                                                                            |          1 |          0 |          1 |          1 |          2 |
| services/scheduler-service/tests                                                                                          |          4 |          0 |          4 |          3 |          7 |
| services/scheduler-service/tests (Files)                                                                                  |          1 |          0 |          1 |          1 |          2 |
| services/scheduler-service/tests/api                                                                                      |          1 |          0 |          1 |          0 |          1 |
| services/scheduler-service/tests/integration                                                                              |          1 |          0 |          1 |          1 |          2 |
| services/scheduler-service/tests/unit                                                                                     |          1 |          0 |          1 |          1 |          2 |
| shared                                                                                                                    |         24 |      3,762 |      1,288 |      1,145 |      6,195 |
| shared (Files)                                                                                                            |         14 |      2,109 |        745 |        665 |      3,519 |
| shared/tests                                                                                                              |         10 |      1,653 |        543 |        480 |      2,676 |
| shared/tests (Files)                                                                                                      |          2 |        719 |         65 |        218 |      1,002 |
| shared/tests/legacy                                                                                                       |          1 |        154 |         86 |         47 |        287 |
| shared/tests/utils                                                                                                        |          7 |        780 |        392 |        215 |      1,387 |
| src                                                                                                                       |          4 |          0 |          0 |          4 |          4 |
| tests                                                                                                                     |          6 |          0 |          0 |          6 |          6 |
| tests (Files)                                                                                                             |          2 |          0 |          0 |          2 |          2 |
| tests/api                                                                                                                 |          1 |          0 |          0 |          1 |          1 |
| tests/integration                                                                                                         |          1 |          0 |          0 |          1 |          1 |
| tests/services                                                                                                            |          2 |          0 |          0 |          2 |          2 |
| tests/services/report-generator                                                                                           |          2 |          0 |          0 |          2 |          2 |
| tools                                                                                                                     |         11 |      2,097 |        735 |        264 |      3,096 |
| tools (Files)                                                                                                             |          3 |      1,044 |        592 |         98 |      1,734 |
| tools/development                                                                                                         |          1 |          9 |          8 |          4 |         21 |
| tools/setup                                                                                                               |          7 |      1,044 |        135 |        162 |      1,341 |
+---------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+---------------------------------------------------------------------------------------------------------------------------+------------------+------------+------------+------------+------------+
| filename                                                                                                                  | language         | code       | comment    | blank      | total      |
+---------------------------------------------------------------------------------------------------------------------------+------------------+------------+------------+------------+------------+
| /home/jon/repos/charlie-reporting/.copilot-context.md                                                                     | Markdown         |        368 |          0 |        143 |        511 |
| /home/jon/repos/charlie-reporting/PHASE-2-6-README.md                                                                     | Markdown         |        122 |          0 |         64 |        186 |
| /home/jon/repos/charlie-reporting/README.md                                                                               | Markdown         |        100 |          0 |         32 |        132 |
| /home/jon/repos/charlie-reporting/archive/debug/debug_email_time.py                                                       | Python           |          0 |          0 |          1 |          1 |
| /home/jon/repos/charlie-reporting/archive/debug/debug_fetch_recent.py                                                     | Python           |         61 |         12 |         19 |         92 |
| /home/jon/repos/charlie-reporting/archive/debug/debug_mock.py                                                             | Python           |         26 |          3 |          8 |         37 |
| /home/jon/repos/charlie-reporting/archive/debug/debug_transformer.py                                                      | Python           |          0 |          0 |          1 |          1 |
| /home/jon/repos/charlie-reporting/archive/debug/test_pathlib_changes.py                                                   | Python           |         39 |         13 |         15 |         67 |
| /home/jon/repos/charlie-reporting/archive/demos/demo_new_features.py                                                      | Python           |         63 |         21 |         20 |        104 |
| /home/jon/repos/charlie-reporting/archive/demos/fetch_csv_emails.py                                                       | Python           |         41 |          1 |         13 |         55 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/README.md                                               | Markdown         |        166 |          0 |         40 |        206 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/demos/demo_complete_integration.py                      | Python           |        415 |         32 |         13 |        460 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/demos/demo_configuration_management.py                  | Python           |        286 |         31 |         76 |        393 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/demos/demo_directory_scanning_feature.py                | Python           |        160 |         28 |         51 |        239 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/demos/demo_enhanced_excel_operations.py                 | Python           |        257 |         34 |         57 |        348 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/demos/demo_multiple_outlook_accounts.py                 | Python           |        199 |         40 |         74 |        313 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/demos/demo_real_time_hourly_processing.py               | Python           |         65 |         18 |         23 |        106 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/csv_email_sender.py                         | Python           |          0 |          0 |          1 |          1 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/data_generation/data_generator.py           | Python           |        295 |         53 |         81 |        429 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/data_generator.py                           | Python           |          0 |          0 |          1 |          1 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/debugging/simple_password_test.py           | Python           |         72 |         18 |         19 |        109 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/email_debug.py                              | Python           |          0 |          0 |          1 |          1 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/email_sender.py                             | Python           |          0 |          0 |          1 |          1 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/email_sender_auto.py                        | Python           |        441 |         34 |         28 |        503 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/email_sender_env.py                         | Python           |          0 |          0 |          1 |          1 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/email_sender_oauth.py                       | Python           |          0 |          0 |          1 |          1 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/email_sender_smtp.py                        | Python           |          0 |          0 |          1 |          1 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/email_senders/archive/csv_email_sender.py   | Python           |        122 |         12 |         12 |        146 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/email_senders/archive/email_debug.py        | Python           |         88 |         29 |         15 |        132 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/email_senders/archive/email_sender.py       | Python           |        204 |         43 |         25 |        272 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/email_senders/archive/email_sender_auto.py  | Python           |        441 |         34 |         28 |        503 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/email_senders/archive/email_sender_env.py   | Python           |        236 |         25 |         25 |        286 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/email_senders/archive/email_sender_fixed.py | Python           |        204 |         43 |         25 |        272 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/email_senders/archive/email_sender_oauth.py | Python           |        362 |         37 |         51 |        450 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/email_senders/archive/email_sender_smtp.py  | Python           |        367 |         23 |         44 |        434 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/email_senders/archive/quick_email_test.py   | Python           |         65 |         11 |         13 |         89 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/email_senders/archive/simple_email_debug.py | Python           |         53 |          7 |         14 |         74 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/email_senders/cleanup_email_senders.py      | Python           |         51 |         17 |         10 |         78 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/email_senders/focused_email_sender.py       | Python           |        120 |         13 |         11 |        144 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/email_senders/setup_secure_email.py         | Python           |         79 |         11 |         15 |        105 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/email_senders/simple_email_test.py          | Python           |         45 |         10 |         15 |         70 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/focused_email_sender.py                     | Python           |          0 |          0 |          1 |          1 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/manual_test.py                              | Python           |          0 |          0 |          1 |          1 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/master_demo.py                              | Python           |        229 |         36 |         51 |        316 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/master_end_to_end_demo.py                   | Python           |        266 |         57 |         87 |        410 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/quick_auth_test.py                          | Python           |          0 |          0 |          1 |          1 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/quick_email_test.py                         | Python           |          0 |          0 |          1 |          1 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/setup_secure_email.py                       | Python           |          0 |          0 |          1 |          1 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/shared_utils.py                             | Python           |         85 |         79 |         26 |        190 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/simple_email_debug.py                       | Python           |          0 |          0 |          1 |          1 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/simple_email_test.py                        | Python           |          0 |          0 |          1 |          1 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/simple_password_test.py                     | Python           |          0 |          0 |          1 |          1 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/test_email.bat                              | Batch            |          0 |          0 |          1 |          1 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/test_single_csv.py                          | Python           |          0 |          0 |          1 |          1 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/testing/manual_test.py                      | Python           |        102 |          8 |         18 |        128 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/testing/quick_auth_test.py                  | Python           |         31 |          9 |         11 |         51 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/testing/test_email.bat                      | Batch            |         17 |          0 |          6 |         23 |
| /home/jon/repos/charlie-reporting/archive/deprecated/phase1-demos/run_scripts/testing/test_single_csv.py                  | Python           |         71 |         79 |         24 |        174 |
| /home/jon/repos/charlie-reporting/archive/deprecated/rest_email_fetcher.py                                                | Python           |        264 |         66 |         72 |        402 |
| /home/jon/repos/charlie-reporting/archive/deprecated/windows_email_service.py                                             | Python           |        267 |         42 |         65 |        374 |
| /home/jon/repos/charlie-reporting/archive/migration/README_old.md                                                         | Markdown         |         77 |          0 |         21 |         98 |
| /home/jon/repos/charlie-reporting/archive/migration/legacy_bridge.py                                                      | Python           |         32 |         11 |         12 |         55 |
| /home/jon/repos/charlie-reporting/archive/migration/migration_report.md                                                   | Markdown         |         60 |          0 |         13 |         73 |
| /home/jon/repos/charlie-reporting/docs/README.md                                                                          | Markdown         |         73 |          0 |         38 |        111 |
| /home/jon/repos/charlie-reporting/docs/api_framework.md                                                                   | Markdown         |        261 |          0 |         67 |        328 |
| /home/jon/repos/charlie-reporting/docs/architecture/MULTI_REPO_STRUCTURE.md                                               | Markdown         |        234 |          0 |         39 |        273 |
| /home/jon/repos/charlie-reporting/docs/architecture/PATHLIB_MIGRATION.md                                                  | Markdown         |         71 |          0 |         24 |         95 |
| /home/jon/repos/charlie-reporting/docs/architecture/common_service_architecture.md                                        | Markdown         |        515 |          0 |         95 |        610 |
| /home/jon/repos/charlie-reporting/docs/architecture/email_service_design.md                                               | Markdown         |        165 |          0 |         38 |        203 |
| /home/jon/repos/charlie-reporting/docs/architecture/enterprise_architecture.md                                            | Markdown         |        447 |          0 |         82 |        529 |
| /home/jon/repos/charlie-reporting/docs/architecture/implementation_roadmap.md                                             | Markdown         |        254 |          0 |         58 |        312 |
| /home/jon/repos/charlie-reporting/docs/architecture/microservices_architecture.md                                         | Markdown         |        286 |          0 |         57 |        343 |
| /home/jon/repos/charlie-reporting/docs/architecture/project_structure.md                                                  | Markdown         |        354 |          0 |         25 |        379 |
| /home/jon/repos/charlie-reporting/docs/architecture/tdd-optimized-architecture.md                                         | Markdown         |        351 |          0 |        104 |        455 |
| /home/jon/repos/charlie-reporting/docs/cleanup-status-report.md                                                           | Markdown         |         98 |          0 |         26 |        124 |
| /home/jon/repos/charlie-reporting/docs/deliverables/final-delivery-checklist.md                                           | Markdown         |         68 |          0 |         40 |        108 |
| /home/jon/repos/charlie-reporting/docs/deliverables/final-phase2-assessment.md                                            | Markdown         |        165 |          0 |         81 |        246 |
| /home/jon/repos/charlie-reporting/docs/deliverables/phase-2-5-final-deliverable.md                                        | Markdown         |        141 |          0 |         72 |        213 |
| /home/jon/repos/charlie-reporting/docs/deliverables/phase-2-6-sprint-plan.md                                              | Markdown         |        189 |          0 |         71 |        260 |
| /home/jon/repos/charlie-reporting/docs/deliverables/phase-2-final-deliverable.md                                          | Markdown         |        191 |          0 |        105 |        296 |
| /home/jon/repos/charlie-reporting/docs/deliverables/phase2-final-summary.md                                               | Markdown         |        120 |          0 |         62 |        182 |
| /home/jon/repos/charlie-reporting/docs/development-diary.md                                                               | Markdown         |        373 |          0 |        191 |        564 |
| /home/jon/repos/charlie-reporting/docs/migration-plan.md                                                                  | Markdown         |        146 |          0 |         57 |        203 |
| /home/jon/repos/charlie-reporting/docs/phase-plans/day-1-kickstart-guide.md                                               | Markdown         |        156 |          0 |         47 |        203 |
| /home/jon/repos/charlie-reporting/docs/phase-plans/phase-2.5-completion-plan.md                                           | Markdown         |        246 |          0 |         99 |        345 |
| /home/jon/repos/charlie-reporting/docs/phase-plans/phase-2.5-tactical-execution.md                                        | Markdown         |        252 |          0 |         80 |        332 |
| /home/jon/repos/charlie-reporting/docs/phase-plans/phase-2.5-tactical-order.md                                            | Markdown         |        212 |          0 |         72 |        284 |
| /home/jon/repos/charlie-reporting/docs/phase2-integration-complete.md                                                     | Markdown         |        133 |          0 |         51 |        184 |
| /home/jon/repos/charlie-reporting/docs/project-wiki/README.md                                                             | Markdown         |        130 |          0 |         62 |        192 |
| /home/jon/repos/charlie-reporting/docs/project-wiki/milestones.md                                                         | Markdown         |        160 |          0 |         72 |        232 |
| /home/jon/repos/charlie-reporting/docs/sprint-reviews/2025-07-28-phase1-review.md                                         | Markdown         |        154 |          0 |         70 |        224 |
| /home/jon/repos/charlie-reporting/docs/sprint-reviews/2025-07-28-phase2-detailed-plan.md                                  | Markdown         |        315 |          0 |         95 |        410 |
| /home/jon/repos/charlie-reporting/docs/sprint-reviews/2025-07-29-phase2-completion-audit.md                               | Markdown         |        215 |          0 |         95 |        310 |
| /home/jon/repos/charlie-reporting/docs/sprint-reviews/README.md                                                           | Markdown         |         69 |          0 |         33 |        102 |
| /home/jon/repos/charlie-reporting/docs/sprint-reviews/phase2-detailed-plan.md                                             | Markdown         |        325 |          0 |        116 |        441 |
| /home/jon/repos/charlie-reporting/docs/test-migration-complete.md                                                         | Markdown         |        127 |          0 |         33 |        160 |
